Question ID,Question Text,Answer,Strand,Substrand,Year Level,Sub Level,Full Level,Model Used,Suggested Models,Enhanced System Used,Context Type,Generation Status,Questions Generated,Generation Time,Curriculum Reference,Error Message
"C28_Q4","Emma buys 76 sandwichs. Each sandwich costs £283. How much does Emma pay in total?","£21508","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",6,3,"6.3","MULTIPLICATION","MULTIPLICATION; DIVISION; MULTI_STEP; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.086Z,"Year 6 Curriculum",
"C28_Q5","Katie buys 14 pens. Each pen costs £968. How much does Katie pay in total?","£67760","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",6,3,"6.3","MULTIPLICATION","MULTIPLICATION; DIVISION; MULTI_STEP; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.086Z,"Year 6 Curriculum",
"C29_Q1","Which is better value? A: £538.33, B: £22.18","B is better value","Addition, subtraction, multiplication and division (calculations)","order of operations",6,3,"6.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.101Z,"Year 6 Curriculum",
"C29_Q2","Which is worth more? A: £87.54, B: £850.92, C: £632.16","B is worth more","Addition, subtraction, multiplication and division (calculations)","order of operations",6,3,"6.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.101Z,"Year 6 Curriculum",
"C29_Q3","Which is better value? A: £402 for 1000ml, B: £660.39 for 1000ml","A is better value","Addition, subtraction, multiplication and division (calculations)","order of operations",6,3,"6.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.101Z,"Year 6 Curriculum",
"C29_Q4","Which is worth more? A: £801.43, B: £505.47, C: £676.42","A is worth more","Addition, subtraction, multiplication and division (calculations)","order of operations",6,3,"6.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.101Z,"Year 6 Curriculum",
"C29_Q5","Which is better value? A: £303.23, B: £279.94, C: £988.73","A is better value","Addition, subtraction, multiplication and division (calculations)","order of operations",6,3,"6.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.101Z,"Year 6 Curriculum",
"C30_Q1","William goes to the shop and buys a pencil for £15, a ruler for £10. How much does William spend in total?","£25","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",2,3,"2.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:01.115Z,"Year 2 Curriculum",
"C30_Q2","Lucy goes to the shop and buys a sandwich for £2, a drink for £16. How much does Lucy spend in total?","£18","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",2,3,"2.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:01.115Z,"Year 2 Curriculum",
"C30_Q3","Sophie goes to the shop and buys a biscuit for £20, a sweet for £11. How much does Sophie spend in total?","£31","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",2,3,"2.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:01.115Z,"Year 2 Curriculum",
"C30_Q4","Luke goes to the shop and buys a cake for £20, a chocolate for £5. How much does Luke spend in total?","£25","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",2,3,"2.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:01.115Z,"Year 2 Curriculum",
"C30_Q5","Sophie goes to the shop and buys a sticker for £10, a cake for £10. How much does Sophie spend in total?","£20","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",2,3,"2.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:01.115Z,"Year 2 Curriculum",
"C31_Q1","Harry buys 9 cards. Each card costs £7. How much does Harry pay in total?","£63","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:01.130Z,"Year 3 Curriculum",
"C31_Q2","Luke buys 8 sandwichs. Each sandwich costs £10. How much does Luke pay in total?","£80","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:01.130Z,"Year 3 Curriculum",
"C31_Q3","Chloe buys 8 books. Each book costs £12. How much does Chloe pay in total?","£96","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:01.130Z,"Year 3 Curriculum",
"C31_Q4","Chloe buys 3 comics. Each comic costs £4. How much does Chloe pay in total?","£12","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:01.130Z,"Year 3 Curriculum",
"C31_Q5","Mia buys 6 sweets. Each sweet costs £4. How much does Mia pay in total?","£24","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:01.130Z,"Year 3 Curriculum",
"C32_Q1","James goes to the shop and buys a badge for £67.98, a poster for £24.58, a book for £81.17. How much does James spend in total?","£173.73","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",4,3,"4.3","ADDITION","ADDITION; MULTIPLICATION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.145Z,"Year 4 Curriculum",
"C32_Q2","Daniel goes to the shop and buys a comic for £52.49, a badge for £3.93, a poster for £2.39. How much does Daniel spend in total?","£58.81","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",4,3,"4.3","ADDITION","ADDITION; MULTIPLICATION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.145Z,"Year 4 Curriculum",
"C32_Q3","William goes to the shop and buys a game for £4.48, a banana for £34.09, a book for £76.09. How much does William spend in total?","£114.66","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",4,3,"4.3","ADDITION","ADDITION; MULTIPLICATION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.145Z,"Year 4 Curriculum",
"C32_Q4","Amy goes to the shop and buys a toy for £88.45, a eraser for £90.96, a badge for £35.09. How much does Amy spend in total?","£214.50","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",4,3,"4.3","ADDITION","ADDITION; MULTIPLICATION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.145Z,"Year 4 Curriculum",
"C32_Q5","Add together: £72.13, £43.88, £93.68. What is the total?","£209.69","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",4,3,"4.3","ADDITION","ADDITION; MULTIPLICATION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.145Z,"Year 4 Curriculum",
"C33_Q1","James goes to the shop and buys a card for £224.02, a magazine for £716.54, a banana for £634.46, a notebook for £487.87. How much does James spend in total?","£2062.89","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",5,3,"5.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION; DIVISION; FRACTION; MONEY_FRACTIONS; COMPARISON; TIME_RATE; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.161Z,"Year 5 Curriculum",
"C33_Q2","Add together: £654.17, £643.34, £392.42, £96.04. What is the total?","£1785.97","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",5,3,"5.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION; DIVISION; FRACTION; MONEY_FRACTIONS; COMPARISON; TIME_RATE; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.161Z,"Year 5 Curriculum",
"C33_Q3","Add together: £641.93, £222.57, £529.68, £698.19. What is the total?","£2092.37","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",5,3,"5.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION; DIVISION; FRACTION; MONEY_FRACTIONS; COMPARISON; TIME_RATE; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.161Z,"Year 5 Curriculum",
"C33_Q4","Jack goes to the shop and buys a eraser for £162.30, a puzzle for £545.29, a sweet for £406.36, a badge for £34.53. How much does Jack spend in total?","£1148.48","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",5,3,"5.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION; DIVISION; FRACTION; MONEY_FRACTIONS; COMPARISON; TIME_RATE; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.161Z,"Year 5 Curriculum",
"C33_Q5","Lucy goes to the shop and buys a ruler for £201.78, a badge for £442.74, a sweet for £561.03, a pen for £594.41. How much does Lucy spend in total?","£1799.96","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",5,3,"5.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION; DIVISION; FRACTION; MONEY_FRACTIONS; COMPARISON; TIME_RATE; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.162Z,"Year 5 Curriculum",
"C34_Q1","Add together: £6211.702, £4232.691, £8748.714, £9386.788, £1288.649. What is the total?","£29868.54","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",6,3,"6.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.176Z,"Year 6 Curriculum",
"C34_Q2","Add together: £2123.813, £2524.172, £7416.031, £1187.144, £3597.159. What is the total?","£16848.32","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",6,3,"6.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.176Z,"Year 6 Curriculum",
"C34_Q3","Add together: £6837.440, £7182.859, £1953.375, £2451.471, £450.318. What is the total?","£18875.46","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",6,3,"6.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.176Z,"Year 6 Curriculum",
"C34_Q4","Add together: £4136.761, £6535.207, £5471.751, £1371.584, £5935.593. What is the total?","£23450.90","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",6,3,"6.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.176Z,"Year 6 Curriculum",
"C34_Q5","Add together: £8326.044, £914.926, £2028.483, £2886.340, £5975.306. What is the total?","£20131.10","Addition, subtraction, multiplication and division (calculations)","solve problems (commutative, associative, distributive and all four operations)",6,3,"6.3","ADDITION","ADDITION; SUBTRACTION; MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.176Z,"Year 6 Curriculum",
"C35_Q1","Ben saves £88.37 every month. How many months will it take to save £229.81?","3 months","Algebra","enumerate all possibilities of combinations of two variables",6,3,"6.3","TIME_RATE","LINEAR_EQUATION; MULTI_STEP; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.193Z,"Year 6 Curriculum",
"C35_Q2","Sam saved £1380.68 over 14 years. How much did Sam save each year?","£1380.68","Algebra","enumerate all possibilities of combinations of two variables",6,3,"6.3","TIME_RATE","LINEAR_EQUATION; MULTI_STEP; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.193Z,"Year 6 Curriculum",
"C35_Q3","Lily saves £8.52 every week. How many weeks will it take to save £247.81?","30 weeks","Algebra","enumerate all possibilities of combinations of two variables",6,3,"6.3","TIME_RATE","LINEAR_EQUATION; MULTI_STEP; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.193Z,"Year 6 Curriculum",
"C35_Q4","Emma saves £24.80 every month. How many months will it take to save £672.48?","28 months","Algebra","enumerate all possibilities of combinations of two variables",6,3,"6.3","TIME_RATE","LINEAR_EQUATION; MULTI_STEP; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.193Z,"Year 6 Curriculum",
"C35_Q5","If William saves £93.61 every month for 6 months, how much will William have saved?","£561.66","Algebra","enumerate all possibilities of combinations of two variables",6,3,"6.3","TIME_RATE","LINEAR_EQUATION; MULTI_STEP; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.193Z,"Year 6 Curriculum",
"C36_Q1","Grace saves £86.49 every month. How many months will it take to save £851.16?","10 months","Algebra","generate and describe linear number sequences",6,3,"6.3","TIME_RATE","LINEAR_EQUATION; MULTI_STEP; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.207Z,"Year 6 Curriculum",
"C36_Q2","If Katie saves £36.42 every year for 5 years, how much will Katie have saved?","£182.10","Algebra","generate and describe linear number sequences",6,3,"6.3","TIME_RATE","LINEAR_EQUATION; MULTI_STEP; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.207Z,"Year 6 Curriculum",
"C36_Q3","If Jack saves £12.13 every year for 52 years, how much will Jack have saved?","£630.76","Algebra","generate and describe linear number sequences",6,3,"6.3","TIME_RATE","LINEAR_EQUATION; MULTI_STEP; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.207Z,"Year 6 Curriculum",
"C36_Q4","Alex saves £17.67 every month. How many months will it take to save £374.30?","22 months","Algebra","generate and describe linear number sequences",6,3,"6.3","TIME_RATE","LINEAR_EQUATION; MULTI_STEP; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.207Z,"Year 6 Curriculum",
"C36_Q5","Emily saved £970.30 over 10 weeks. How much did Emily save each week?","£970.30","Algebra","generate and describe linear number sequences",6,3,"6.3","TIME_RATE","LINEAR_EQUATION; MULTI_STEP; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.207Z,"Year 6 Curriculum",
"C37_Q1","Katie starts with £6, then adds £57.9, then subtracts £45.26, then divides by 10. How much does she have now?","£7.66","Algebra","missing number problems expressed in algebra",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.222Z,"Year 6 Curriculum",
"C37_Q2","Lily starts with £20, then adds £59.34, then subtracts £58.51, then divides by 1. How much does she have now?","£48.03","Algebra","missing number problems expressed in algebra",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.222Z,"Year 6 Curriculum",
"C37_Q3","James starts with £20, then adds £97.71, then subtracts £52.96, then divides by 10. How much does she have now?","£3.58","Algebra","missing number problems expressed in algebra",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.222Z,"Year 6 Curriculum",
"C37_Q4","Jack starts with £16, then adds £16.55, then subtracts £52.69, then divides by 3. How much does she have now?","£30.18","Algebra","missing number problems expressed in algebra",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.223Z,"Year 6 Curriculum",
"C37_Q5","William starts with £13, then adds £41.15, then subtracts £69.05, then divides by 3. How much does she have now?","£20.79","Algebra","missing number problems expressed in algebra",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.223Z,"Year 6 Curriculum",
"C38_Q1","Emma starts with £20, then adds £85.72, then subtracts £14.78, then divides by 8. How much does she have now?","£2.39","Algebra","number sentences involving two unknowns",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.238Z,"Year 6 Curriculum",
"C38_Q2","Emily starts with £7, then adds £63.87, then subtracts £71.6, then divides by 2. How much does she have now?","£47.92","Algebra","number sentences involving two unknowns",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.238Z,"Year 6 Curriculum",
"C38_Q3","Ben starts with £11, then adds £37.75, then subtracts £59.4, then divides by 7. How much does she have now?","£9.40","Algebra","number sentences involving two unknowns",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.238Z,"Year 6 Curriculum",
"C38_Q4","Sarah starts with £3, then adds £99.02, then subtracts £28.45, then divides by 7. How much does she have now?","£8.76","Algebra","number sentences involving two unknowns",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.238Z,"Year 6 Curriculum",
"C38_Q5","Alex starts with £20, then adds £76.14, then subtracts £58.55, then divides by 3. How much does she have now?","£30.07","Algebra","number sentences involving two unknowns",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.238Z,"Year 6 Curriculum",
"C39_Q1","Sophie starts with £8, then adds £77.07, then subtracts £14.62, then divides by 4. How much does she have now?","£19.18","Algebra","simple formulae expressed in words",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.253Z,"Year 6 Curriculum",
"C39_Q2","Oliver starts with £19, then adds £21.32, then subtracts £36.24, then divides by 4. How much does she have now?","£14.57","Algebra","simple formulae expressed in words",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.253Z,"Year 6 Curriculum",
"C39_Q3","Chloe starts with £17, then adds £20.73, then subtracts £71.52, then divides by 4. How much does she have now?","£15.51","Algebra","simple formulae expressed in words",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.253Z,"Year 6 Curriculum",
"C39_Q4","Sam starts with £4, then adds £15.13, then subtracts £28.66, then divides by 10. How much does she have now?","£3.39","Algebra","simple formulae expressed in words",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.253Z,"Year 6 Curriculum",
"C39_Q5","Luke starts with £10, then adds £43.92, then subtracts £90, then divides by 3. How much does she have now?","£28.14","Algebra","simple formulae expressed in words",6,3,"6.3","MULTI_STEP","LINEAR_EQUATION; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.253Z,"Year 6 Curriculum",
"C40_Q1","Grace goes to the shop and buys a eraser for £31, a drink for £35, a book for £30. How much does Grace spend in total?","£96","Fractions, decimals and percentages","add / subtract fractions",3,3,"3.3","ADDITION","ADDITION; SUBTRACTION; FRACTION",Yes,Money,Completed,5,2025-09-24T11:17:01.268Z,"Year 3 Curriculum",
"C40_Q2","Add together: £38, £10, £28. What is the total?","£76","Fractions, decimals and percentages","add / subtract fractions",3,3,"3.3","ADDITION","ADDITION; SUBTRACTION; FRACTION",Yes,Money,Completed,5,2025-09-24T11:17:01.269Z,"Year 3 Curriculum",
"C40_Q3","Add together: £90, £75, £32. What is the total?","£197","Fractions, decimals and percentages","add / subtract fractions",3,3,"3.3","ADDITION","ADDITION; SUBTRACTION; FRACTION",Yes,Money,Completed,5,2025-09-24T11:17:01.269Z,"Year 3 Curriculum",
"C40_Q4","Mia goes to the shop and buys a toy for £27, a biscuit for £65, a sweet for £68. How much does Mia spend in total?","£160","Fractions, decimals and percentages","add / subtract fractions",3,3,"3.3","ADDITION","ADDITION; SUBTRACTION; FRACTION",Yes,Money,Completed,5,2025-09-24T11:17:01.269Z,"Year 3 Curriculum",
"C40_Q5","Lily goes to the shop and buys a toy for £51, a game for £11, a eraser for £75. How much does Lily spend in total?","£137","Fractions, decimals and percentages","add / subtract fractions",3,3,"3.3","ADDITION","ADDITION; SUBTRACTION; FRACTION",Yes,Money,Completed,5,2025-09-24T11:17:01.269Z,"Year 3 Curriculum",
"C41_Q1","Harry goes to the shop and buys a badge for £14.85, a toy for £21.49, a magazine for £83.41. How much does Harry spend in total?","£119.75","Fractions, decimals and percentages","add / subtract fractions",4,3,"4.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.284Z,"Year 4 Curriculum",
"C41_Q2","Sarah goes to the shop and buys a drink for £96.16, a banana for £80.78, a pen for £88.91. How much does Sarah spend in total?","£265.85","Fractions, decimals and percentages","add / subtract fractions",4,3,"4.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.284Z,"Year 4 Curriculum",
"C41_Q3","Add together: £2.54, £82.61, £85.61. What is the total?","£170.76","Fractions, decimals and percentages","add / subtract fractions",4,3,"4.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.284Z,"Year 4 Curriculum",
"C41_Q4","Add together: £37.31, £17.94, £74.78. What is the total?","£130.03","Fractions, decimals and percentages","add / subtract fractions",4,3,"4.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.284Z,"Year 4 Curriculum",
"C41_Q5","Daniel goes to the shop and buys a poster for £42.35, a ruler for £20.26, a puzzle for £5.63. How much does Daniel spend in total?","£68.24","Fractions, decimals and percentages","add / subtract fractions",4,3,"4.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.284Z,"Year 4 Curriculum",
"C42_Q1","Add together: £940.56, £45.61, £325.38, £867.06. What is the total?","£2178.61","Fractions, decimals and percentages","add / subtract fractions",5,3,"5.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.299Z,"Year 5 Curriculum",
"C42_Q2","Add together: £702.76, £549.03, £302.10, £454.55. What is the total?","£2008.44","Fractions, decimals and percentages","add / subtract fractions",5,3,"5.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.299Z,"Year 5 Curriculum",
"C42_Q3","James goes to the shop and buys a sandwich for £557.66, a magazine for £550.03, a cake for £860.74, a chocolate for £143. How much does James spend in total?","£2111.43","Fractions, decimals and percentages","add / subtract fractions",5,3,"5.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.299Z,"Year 5 Curriculum",
"C42_Q4","Add together: £208.53, £739.63, £234.32, £711.21. What is the total?","£1893.69","Fractions, decimals and percentages","add / subtract fractions",5,3,"5.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.299Z,"Year 5 Curriculum",
"C42_Q5","Hannah goes to the shop and buys a biscuit for £288.40, a poster for £631.25, a badge for £385.79, a magazine for £466.07. How much does Hannah spend in total?","£1771.51","Fractions, decimals and percentages","add / subtract fractions",5,3,"5.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.300Z,"Year 5 Curriculum",
"C43_Q1","Add together: £4973.387, £1011.692, £2506.083, £1185.448, £3409.018. What is the total?","£13085.63","Fractions, decimals and percentages","add / subtract fractions",6,3,"6.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.314Z,"Year 6 Curriculum",
"C43_Q2","Add together: £4019.828, £1424.373, £7458.102, £5213.003, £6272.690. What is the total?","£24388.00","Fractions, decimals and percentages","add / subtract fractions",6,3,"6.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.314Z,"Year 6 Curriculum",
"C43_Q3","Add together: £5899.251, £2003.292, £7662.917, £9967.431, £4517.120. What is the total?","£30050.01","Fractions, decimals and percentages","add / subtract fractions",6,3,"6.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.314Z,"Year 6 Curriculum",
"C43_Q4","Add together: £7225.982, £4172.890, £2214.926, £9836.102, £5237.221. What is the total?","£28687.12","Fractions, decimals and percentages","add / subtract fractions",6,3,"6.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.314Z,"Year 6 Curriculum",
"C43_Q5","Add together: £9427.686, £5223.149, £1295.713, £745.619, £7276.010. What is the total?","£23968.18","Fractions, decimals and percentages","add / subtract fractions",6,3,"6.3","ADDITION","ADDITION; SUBTRACTION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.314Z,"Year 6 Curriculum",
"C44_Q1","Which is worth more? A: £70.56, B: £137.76","B is worth more","Fractions, decimals and percentages","compare and order decimals",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.330Z,"Year 4 Curriculum",
"C44_Q2","Which is worth more? A: £139.45, B: £84.26","A is worth more","Fractions, decimals and percentages","compare and order decimals",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.330Z,"Year 4 Curriculum",
"C44_Q3","Which is worth more? A: £138.21, B: £156.86","B is worth more","Fractions, decimals and percentages","compare and order decimals",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.330Z,"Year 4 Curriculum",
"C44_Q4","Which is worth more? A: £84.76, B: £96.76","B is worth more","Fractions, decimals and percentages","compare and order decimals",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.330Z,"Year 4 Curriculum",
"C44_Q5","Which is worth more? A: £191.05, B: £196.38","B is worth more","Fractions, decimals and percentages","compare and order decimals",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.330Z,"Year 4 Curriculum",
"C45_Q1","Which is better value? A: £300.23 for 100ml, B: £125.39 for 2000ml, C: £933.49 for 750ml","B is better value","Fractions, decimals and percentages","compare and order decimals",5,3,"5.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.345Z,"Year 5 Curriculum",
"C45_Q2","Which is better value? A: £213.82 for 250ml, B: £593.88 for 1000ml","B is better value","Fractions, decimals and percentages","compare and order decimals",5,3,"5.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.345Z,"Year 5 Curriculum",
"C45_Q3","Which is worth more? A: £523.60, B: £403.24","A is worth more","Fractions, decimals and percentages","compare and order decimals",5,3,"5.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.345Z,"Year 5 Curriculum",
